transaction_id,date,selling_entity_id,selling_entity_name,buying_entity_id,buying_entity_name,description,amount,gl_account
IC-202512-144,2025-12-15,precisionmfg_inc,PrecisionMfg Inc,techforge_saas,TechForge SaaS,Software Licenses,11003.843686113289,7000
IC-202512-145,2025-12-28,logisticspro,LogisticsPro,retailco,RetailCo,Management Fees,40932.34680790388,7000
IC-202512-146,2025-12-19,ecopackaging_ltd,EcoPackaging Ltd,precisionmfg_inc,PrecisionMfg Inc,Shared Services,39467.51067920984,6500
IC-202512-147,2025-12-09,techforge_saas,TechForge SaaS,healthservices_plus,HealthServices Plus,Inventory/Supplies,218730.45130569953,5000
IC-202512-148,2025-12-09,logisticspro,LogisticsPro,dataanalytics_corp,DataAnalytics Corp,Software Licenses,23494.17984091141,7000
IC-202512-149,2025-12-25,techforge_saas,TechForge SaaS,industrialsupply_co,IndustrialSupply Co,Management Fees,14800.109984675522,7000
IC-202512-150,2025-12-24,dataanalytics_corp,DataAnalytics Corp,retailco,RetailCo,Shared Services,83144.03592865201,6500
IC-202512-151,2025-12-02,industrialsupply_co,IndustrialSupply Co,techforge_saas,TechForge SaaS,Inventory/Supplies,215121.7345015188,5000
IC-202512-152,2025-12-24,retailco,RetailCo,healthservices_plus,HealthServices Plus,Software Licenses,19364.759899625686,7000
IC-202512-153,2025-12-24,logisticspro,LogisticsPro,retailco,RetailCo,Management Fees,25918.291091830768,7000
IC-202512-154,2025-12-11,industrialsupply_co,IndustrialSupply Co,precisionmfg_inc,PrecisionMfg Inc,Shared Services,75345.48689000406,6500
IC-202512-155,2025-12-15,industrialsupply_co,IndustrialSupply Co,techforge_saas,TechForge SaaS,Inventory/Supplies,145575.46113061154,5000
IC-202512-156,2025-12-13,industrialsupply_co,IndustrialSupply Co,precisionmfg_inc,PrecisionMfg Inc,Software Licenses,5960.046052602585,7000
IC-202512-157,2025-12-18,healthservices_plus,HealthServices Plus,techforge_saas,TechForge SaaS,Management Fees,13937.50196003963,7000
IC-202512-158,2025-12-05,logisticspro,LogisticsPro,ecopackaging_ltd,EcoPackaging Ltd,Shared Services,33010.26370525737,6500
IC-202512-159,2025-12-21,techforge_saas,TechForge SaaS,retailco,RetailCo,Inventory/Supplies,102257.47206736758,5000
IC-202512-160,2025-12-03,industrialsupply_co,IndustrialSupply Co,healthservices_plus,HealthServices Plus,Software Licenses,18887.11777990542,7000
IC-202512-161,2025-12-02,ecopackaging_ltd,EcoPackaging Ltd,dataanalytics_corp,DataAnalytics Corp,Management Fees,24405.267510954975,7000
IC-202512-162,2025-12-05,precisionmfg_inc,PrecisionMfg Inc,industrialsupply_co,IndustrialSupply Co,Shared Services,27598.931598184972,6500
IC-202512-163,2025-12-09,dataanalytics_corp,DataAnalytics Corp,industrialsupply_co,IndustrialSupply Co,Inventory/Supplies,105008.05178814667,5000
IC-202512-164,2025-12-12,ecopackaging_ltd,EcoPackaging Ltd,precisionmfg_inc,PrecisionMfg Inc,Software Licenses,5681.913957065405,7000
IC-202512-165,2025-12-23,techforge_saas,TechForge SaaS,healthservices_plus,HealthServices Plus,Management Fees,48696.06520940919,7000
IC-202512-166,2025-12-06,ecopackaging_ltd,EcoPackaging Ltd,precisionmfg_inc,PrecisionMfg Inc,Shared Services,94237.52494296357,6500
IC-202512-167,2025-12-24,healthservices_plus,HealthServices Plus,industrialsupply_co,IndustrialSupply Co,Inventory/Supplies,92136.07946551256,5000
IC-202512-168,2025-12-07,techforge_saas,TechForge SaaS,ecopackaging_ltd,EcoPackaging Ltd,Software Licenses,10930.19000284262,7000
IC-202512-169,2025-12-13,logisticspro,LogisticsPro,techforge_saas,TechForge SaaS,Management Fees,37835.534307142756,7000
IC-202512-170,2025-12-12,techforge_saas,TechForge SaaS,precisionmfg_inc,PrecisionMfg Inc,Shared Services,36547.283051484905,6500
IC-202512-171,2025-12-04,logisticspro,LogisticsPro,precisionmfg_inc,PrecisionMfg Inc,Inventory/Supplies,71637.23897600776,5000
IC-202512-172,2025-12-23,retailco,RetailCo,logisticspro,LogisticsPro,Software Licenses,5346.519435113941,7000
IC-202512-173,2025-12-25,healthservices_plus,HealthServices Plus,techforge_saas,TechForge SaaS,Management Fees,17583.819607067708,7000
IC-202512-174,2025-12-25,healthservices_plus,HealthServices Plus,logisticspro,LogisticsPro,Shared Services,96625.54590506073,6500
IC-202512-175,2025-12-04,ecopackaging_ltd,EcoPackaging Ltd,retailco,RetailCo,Inventory/Supplies,119328.08639263856,5000
IC-202512-176,2025-12-11,industrialsupply_co,IndustrialSupply Co,precisionmfg_inc,PrecisionMfg Inc,Software Licenses,20450.695922532628,7000
IC-202512-177,2025-12-19,industrialsupply_co,IndustrialSupply Co,healthservices_plus,HealthServices Plus,Management Fees,23595.832846473335,7000
IC-202512-178,2025-12-21,industrialsupply_co,IndustrialSupply Co,logisticspro,LogisticsPro,Shared Services,87974.02459208998,6500
IC-202512-179,2025-12-23,retailco,RetailCo,ecopackaging_ltd,EcoPackaging Ltd,Inventory/Supplies,207790.1793082467,5000
IC-202512-180,2025-12-25,dataanalytics_corp,DataAnalytics Corp,precisionmfg_inc,PrecisionMfg Inc,Software Licenses,16573.90157435293,7000
IC-202512-181,2025-12-11,logisticspro,LogisticsPro,retailco,RetailCo,Management Fees,14542.181753739755,7000
IC-202512-182,2025-12-06,ecopackaging_ltd,EcoPackaging Ltd,industrialsupply_co,IndustrialSupply Co,Shared Services,73614.8373928966,6500
IC-202512-183,2025-12-09,retailco,RetailCo,healthservices_plus,HealthServices Plus,Inventory/Supplies,64583.40238540108,5000
IC-202512-184,2025-12-05,ecopackaging_ltd,EcoPackaging Ltd,retailco,RetailCo,Software Licenses,9623.517662747885,7000
IC-202512-185,2025-12-10,dataanalytics_corp,DataAnalytics Corp,retailco,RetailCo,Management Fees,14173.864533022424,7000
IC-202512-186,2025-12-23,industrialsupply_co,IndustrialSupply Co,techforge_saas,TechForge SaaS,Shared Services,84766.98166476423,6500
IC-202512-187,2025-12-06,industrialsupply_co,IndustrialSupply Co,healthservices_plus,HealthServices Plus,Inventory/Supplies,214156.48983458077,5000
IC-202512-188,2025-12-14,healthservices_plus,HealthServices Plus,retailco,RetailCo,Software Licenses,8232.321214605949,7000
IC-202512-189,2025-12-20,dataanalytics_corp,DataAnalytics Corp,ecopackaging_ltd,EcoPackaging Ltd,Management Fees,49017.53159414283,7000
IC-202512-190,2025-12-27,logisticspro,LogisticsPro,dataanalytics_corp,DataAnalytics Corp,Shared Services,59337.00587920576,6500
IC-202512-191,2025-12-18,retailco,RetailCo,logisticspro,LogisticsPro,Inventory/Supplies,147099.1782331745,5000
IC-202512-192,2025-12-05,precisionmfg_inc,PrecisionMfg Inc,retailco,RetailCo,Software Licenses,5658.150459619434,7000
IC-202512-193,2025-12-10,healthservices_plus,HealthServices Plus,retailco,RetailCo,Management Fees,11566.02177108312,7000
IC-202512-194,2025-12-22,precisionmfg_inc,PrecisionMfg Inc,dataanalytics_corp,DataAnalytics Corp,Shared Services,82081.77427521956,6500
IC-202512-195,2025-12-21,dataanalytics_corp,DataAnalytics Corp,precisionmfg_inc,PrecisionMfg Inc,Inventory/Supplies,98417.73325710099,5000
IC-202512-196,2025-12-10,industrialsupply_co,IndustrialSupply Co,retailco,RetailCo,Software Licenses,8352.439415108027,7000
IC-202512-197,2025-12-03,ecopackaging_ltd,EcoPackaging Ltd,techforge_saas,TechForge SaaS,Management Fees,42622.09016128513,7000
IC-202512-198,2025-12-04,techforge_saas,TechForge SaaS,logisticspro,LogisticsPro,Shared Services,81121.01005325766,6500
IC-202512-199,2025-12-19,dataanalytics_corp,DataAnalytics Corp,logisticspro,LogisticsPro,Inventory/Supplies,228245.8882062935,5000
IC-202512-200,2025-12-28,techforge_saas,TechForge SaaS,precisionmfg_inc,PrecisionMfg Inc,Software Licenses,24783.584665356662,7000
IC-202512-201,2025-12-17,industrialsupply_co,IndustrialSupply Co,retailco,RetailCo,Management Fees,42806.146347425914,7000
