transaction_id,date,selling_entity_id,selling_entity_name,buying_entity_id,buying_entity_name,description,amount,gl_account
IC-202601-050,2026-01-18,healthservices_plus,HealthServices Plus,logisticspro,LogisticsPro,Shared Services,38026.29810630203,6500
IC-202601-051,2026-01-18,dataanalytics_corp,DataAnalytics Corp,healthservices_plus,HealthServices Plus,Inventory/Supplies,66877.10960188968,5000
IC-202601-052,2026-01-20,ecopackaging_ltd,EcoPackaging Ltd,healthservices_plus,HealthServices Plus,Software Licenses,24891.31136417153,7000
IC-202601-053,2026-01-12,industrialsupply_co,IndustrialSupply Co,dataanalytics_corp,DataAnalytics Corp,Management Fees,27080.632658298204,7000
IC-202601-054,2026-01-16,ecopackaging_ltd,EcoPackaging Ltd,logisticspro,LogisticsPro,Shared Services,77121.02409986143,6500
IC-202601-055,2026-01-15,healthservices_plus,HealthServices Plus,ecopackaging_ltd,EcoPackaging Ltd,Inventory/Supplies,230278.54986609914,5000
IC-202601-056,2026-01-04,ecopackaging_ltd,EcoPackaging Ltd,dataanalytics_corp,DataAnalytics Corp,Software Licenses,23348.13852185497,7000
IC-202601-057,2026-01-13,healthservices_plus,HealthServices Plus,dataanalytics_corp,DataAnalytics Corp,Management Fees,42151.37514103722,7000
IC-202601-058,2026-01-12,precisionmfg_inc,PrecisionMfg Inc,healthservices_plus,HealthServices Plus,Shared Services,26852.031513232814,6500
IC-202601-059,2026-01-21,ecopackaging_ltd,EcoPackaging Ltd,retailco,RetailCo,Inventory/Supplies,62629.84038137269,5000
IC-202601-060,2026-01-13,precisionmfg_inc,PrecisionMfg Inc,ecopackaging_ltd,EcoPackaging Ltd,Software Licenses,21164.22895300473,7000
IC-202601-061,2026-01-05,retailco,RetailCo,ecopackaging_ltd,EcoPackaging Ltd,Management Fees,33015.268144397676,7000
IC-202601-062,2026-01-06,precisionmfg_inc,PrecisionMfg Inc,ecopackaging_ltd,EcoPackaging Ltd,Shared Services,61754.39622430081,6500
IC-202601-063,2026-01-23,industrialsupply_co,IndustrialSupply Co,ecopackaging_ltd,EcoPackaging Ltd,Inventory/Supplies,86262.59047103496,5000
IC-202601-064,2026-01-19,techforge_saas,TechForge SaaS,ecopackaging_ltd,EcoPackaging Ltd,Software Licenses,12247.331637428813,7000
IC-202601-065,2026-01-27,healthservices_plus,HealthServices Plus,precisionmfg_inc,PrecisionMfg Inc,Management Fees,10806.455284715763,7000
IC-202601-066,2026-01-25,logisticspro,LogisticsPro,retailco,RetailCo,Shared Services,95859.49706421225,6500
IC-202601-067,2026-01-15,precisionmfg_inc,PrecisionMfg Inc,dataanalytics_corp,DataAnalytics Corp,Inventory/Supplies,81685.42988123588,5000
IC-202601-068,2026-01-24,techforge_saas,TechForge SaaS,retailco,RetailCo,Software Licenses,15301.698854352688,7000
IC-202601-069,2026-01-25,precisionmfg_inc,PrecisionMfg Inc,logisticspro,LogisticsPro,Management Fees,26579.06909630277,7000
IC-202601-070,2026-01-20,logisticspro,LogisticsPro,healthservices_plus,HealthServices Plus,Shared Services,45586.87386335737,6500
IC-202601-071,2026-01-10,retailco,RetailCo,logisticspro,LogisticsPro,Inventory/Supplies,151975.49479081924,5000
IC-202601-072,2026-01-23,dataanalytics_corp,DataAnalytics Corp,industrialsupply_co,IndustrialSupply Co,Software Licenses,10563.078336722689,7000
IC-202601-073,2026-01-22,healthservices_plus,HealthServices Plus,logisticspro,LogisticsPro,Management Fees,22547.905522796103,7000
IC-202601-074,2026-01-21,logisticspro,LogisticsPro,techforge_saas,TechForge SaaS,Shared Services,97265.95395533058,6500
IC-202601-075,2026-01-17,industrialsupply_co,IndustrialSupply Co,techforge_saas,TechForge SaaS,Inventory/Supplies,135368.55777912453,5000
IC-202601-076,2026-01-27,industrialsupply_co,IndustrialSupply Co,dataanalytics_corp,DataAnalytics Corp,Software Licenses,20985.676153352997,7000
IC-202601-077,2026-01-16,precisionmfg_inc,PrecisionMfg Inc,ecopackaging_ltd,EcoPackaging Ltd,Management Fees,37861.231744168894,7000
IC-202601-078,2026-01-21,ecopackaging_ltd,EcoPackaging Ltd,retailco,RetailCo,Shared Services,65149.37383347803,6500
IC-202601-079,2026-01-24,dataanalytics_corp,DataAnalytics Corp,techforge_saas,TechForge SaaS,Inventory/Supplies,54465.76611067666,5000
IC-202601-080,2026-01-28,logisticspro,LogisticsPro,retailco,RetailCo,Software Licenses,14168.276635843955,7000
IC-202601-081,2026-01-16,dataanalytics_corp,DataAnalytics Corp,precisionmfg_inc,PrecisionMfg Inc,Management Fees,28483.38418499587,7000
IC-202601-082,2026-01-20,ecopackaging_ltd,EcoPackaging Ltd,dataanalytics_corp,DataAnalytics Corp,Shared Services,25652.703413950898,6500
IC-202601-083,2026-01-08,retailco,RetailCo,ecopackaging_ltd,EcoPackaging Ltd,Inventory/Supplies,245487.1329337596,5000
IC-202601-084,2026-01-16,industrialsupply_co,IndustrialSupply Co,retailco,RetailCo,Software Licenses,23496.432038623396,7000
IC-202601-085,2026-01-12,industrialsupply_co,IndustrialSupply Co,logisticspro,LogisticsPro,Management Fees,12235.53073012301,7000
IC-202601-086,2026-01-16,techforge_saas,TechForge SaaS,ecopackaging_ltd,EcoPackaging Ltd,Shared Services,69084.74438492111,6500
IC-202601-087,2026-01-16,industrialsupply_co,IndustrialSupply Co,dataanalytics_corp,DataAnalytics Corp,Inventory/Supplies,219345.0817579722,5000
IC-202601-088,2026-01-17,healthservices_plus,HealthServices Plus,dataanalytics_corp,DataAnalytics Corp,Software Licenses,23110.85167299131,7000
IC-202601-089,2026-01-22,dataanalytics_corp,DataAnalytics Corp,ecopackaging_ltd,EcoPackaging Ltd,Management Fees,44366.67449305031,7000
IC-202601-090,2026-01-11,industrialsupply_co,IndustrialSupply Co,precisionmfg_inc,PrecisionMfg Inc,Shared Services,53069.94367000155,6500
IC-202601-091,2026-01-16,ecopackaging_ltd,EcoPackaging Ltd,precisionmfg_inc,PrecisionMfg Inc,Inventory/Supplies,157337.68237255458,5000
IC-202601-092,2026-01-28,dataanalytics_corp,DataAnalytics Corp,precisionmfg_inc,PrecisionMfg Inc,Software Licenses,20565.687323569156,7000
IC-202601-093,2026-01-09,logisticspro,LogisticsPro,techforge_saas,TechForge SaaS,Management Fees,19593.662322303204,7000
IC-202601-094,2026-01-11,retailco,RetailCo,logisticspro,LogisticsPro,Shared Services,50920.73186519253,6500
IC-202601-095,2026-01-27,techforge_saas,TechForge SaaS,healthservices_plus,HealthServices Plus,Inventory/Supplies,109041.80017567248,5000
IC-202601-096,2026-01-23,healthservices_plus,HealthServices Plus,dataanalytics_corp,DataAnalytics Corp,Software Licenses,23345.960949912253,7000
IC-202601-097,2026-01-19,precisionmfg_inc,PrecisionMfg Inc,retailco,RetailCo,Management Fees,12811.504561196747,7000
IC-202601-098,2026-01-06,dataanalytics_corp,DataAnalytics Corp,ecopackaging_ltd,EcoPackaging Ltd,Shared Services,66956.67481230988,6500
IC-202601-099,2026-01-04,techforge_saas,TechForge SaaS,retailco,RetailCo,Inventory/Supplies,71833.94035085777,5000
IC-202601-100,2026-01-10,retailco,RetailCo,healthservices_plus,HealthServices Plus,Software Licenses,22875.15016554093,7000
IC-202601-101,2026-01-23,precisionmfg_inc,PrecisionMfg Inc,retailco,RetailCo,Management Fees,34236.22981262153,7000
IC-202601-102,2026-01-16,precisionmfg_inc,PrecisionMfg Inc,techforge_saas,TechForge SaaS,Shared Services,85219.01729114579,6500
IC-202601-103,2026-01-04,logisticspro,LogisticsPro,industrialsupply_co,IndustrialSupply Co,Inventory/Supplies,150612.43665059702,5000
IC-202601-104,2026-01-27,precisionmfg_inc,PrecisionMfg Inc,logisticspro,LogisticsPro,Software Licenses,15060.882327291258,7000
IC-202601-105,2026-01-28,dataanalytics_corp,DataAnalytics Corp,precisionmfg_inc,PrecisionMfg Inc,Management Fees,24244.729208683697,7000
IC-202601-106,2026-01-10,techforge_saas,TechForge SaaS,industrialsupply_co,IndustrialSupply Co,Shared Services,80651.07692074301,6500
IC-202601-107,2026-01-15,logisticspro,LogisticsPro,retailco,RetailCo,Inventory/Supplies,169709.52359601954,5000
IC-202601-108,2026-01-24,industrialsupply_co,IndustrialSupply Co,logisticspro,LogisticsPro,Software Licenses,22483.40643351985,7000
IC-202601-109,2026-01-08,techforge_saas,TechForge SaaS,ecopackaging_ltd,EcoPackaging Ltd,Management Fees,22155.502718832875,7000
IC-202601-110,2026-01-19,logisticspro,LogisticsPro,techforge_saas,TechForge SaaS,Shared Services,53295.01287469566,6500
IC-202601-111,2026-01-26,ecopackaging_ltd,EcoPackaging Ltd,industrialsupply_co,IndustrialSupply Co,Inventory/Supplies,109025.20880121543,5000
IC-202601-112,2026-01-21,ecopackaging_ltd,EcoPackaging Ltd,logisticspro,LogisticsPro,Software Licenses,10445.036301959397,7000
IC-202601-113,2026-01-09,precisionmfg_inc,PrecisionMfg Inc,techforge_saas,TechForge SaaS,Management Fees,29435.929279552798,7000
IC-202601-114,2026-01-15,logisticspro,LogisticsPro,retailco,RetailCo,Shared Services,72769.70947804165,6500
IC-202601-115,2026-01-16,techforge_saas,TechForge SaaS,industrialsupply_co,IndustrialSupply Co,Inventory/Supplies,114287.14906140343,5000
IC-202601-116,2026-01-26,techforge_saas,TechForge SaaS,dataanalytics_corp,DataAnalytics Corp,Software Licenses,14332.76727906172,7000
IC-202601-117,2026-01-03,retailco,RetailCo,techforge_saas,TechForge SaaS,Management Fees,34369.85241503111,7000
IC-202601-118,2026-01-05,industrialsupply_co,IndustrialSupply Co,techforge_saas,TechForge SaaS,Shared Services,37103.05015841621,6500
IC-202601-119,2026-01-20,logisticspro,LogisticsPro,industrialsupply_co,IndustrialSupply Co,Inventory/Supplies,222866.2589532419,5000
IC-202601-120,2026-01-09,retailco,RetailCo,techforge_saas,TechForge SaaS,Software Licenses,23069.10872156443,7000
IC-202601-121,2026-01-05,healthservices_plus,HealthServices Plus,ecopackaging_ltd,EcoPackaging Ltd,Management Fees,10815.085883209265,7000
IC-202601-122,2026-01-16,ecopackaging_ltd,EcoPackaging Ltd,dataanalytics_corp,DataAnalytics Corp,Shared Services,83268.49421494832,6500
IC-202601-123,2026-01-25,techforge_saas,TechForge SaaS,retailco,RetailCo,Inventory/Supplies,220789.23446609094,5000
IC-202601-124,2026-01-10,healthservices_plus,HealthServices Plus,ecopackaging_ltd,EcoPackaging Ltd,Software Licenses,18908.16724791335,7000
IC-202601-125,2026-01-10,ecopackaging_ltd,EcoPackaging Ltd,logisticspro,LogisticsPro,Management Fees,35998.824890022195,7000
IC-202601-126,2026-01-20,techforge_saas,TechForge SaaS,retailco,RetailCo,Shared Services,32944.716758175935,6500
IC-202601-127,2026-01-05,precisionmfg_inc,PrecisionMfg Inc,logisticspro,LogisticsPro,Inventory/Supplies,232523.53964077277,5000
IC-202601-128,2026-01-13,healthservices_plus,HealthServices Plus,dataanalytics_corp,DataAnalytics Corp,Software Licenses,6418.266215719821,7000
IC-202601-129,2026-01-12,dataanalytics_corp,DataAnalytics Corp,healthservices_plus,HealthServices Plus,Management Fees,48589.50238407871,7000
IC-202601-130,2026-01-13,logisticspro,LogisticsPro,healthservices_plus,HealthServices Plus,Shared Services,39829.02372442429,6500
IC-202601-131,2026-01-13,ecopackaging_ltd,EcoPackaging Ltd,logisticspro,LogisticsPro,Inventory/Supplies,168404.96330554446,5000
IC-202601-132,2026-01-04,precisionmfg_inc,PrecisionMfg Inc,industrialsupply_co,IndustrialSupply Co,Software Licenses,17137.77363494415,7000
IC-202601-133,2026-01-04,industrialsupply_co,IndustrialSupply Co,retailco,RetailCo,Management Fees,27761.546521614982,7000
IC-202601-134,2026-01-08,dataanalytics_corp,DataAnalytics Corp,ecopackaging_ltd,EcoPackaging Ltd,Shared Services,25626.462614755168,6500
IC-202601-135,2026-01-17,industrialsupply_co,IndustrialSupply Co,dataanalytics_corp,DataAnalytics Corp,Inventory/Supplies,233481.2916738377,5000
IC-202601-136,2026-01-23,retailco,RetailCo,ecopackaging_ltd,EcoPackaging Ltd,Software Licenses,10046.11062201182,7000
IC-202601-137,2026-01-10,healthservices_plus,HealthServices Plus,retailco,RetailCo,Management Fees,47443.469436509055,7000
IC-202601-138,2026-01-27,dataanalytics_corp,DataAnalytics Corp,techforge_saas,TechForge SaaS,Shared Services,27487.82449013234,6500
IC-202601-139,2026-01-12,ecopackaging_ltd,EcoPackaging Ltd,industrialsupply_co,IndustrialSupply Co,Inventory/Supplies,213048.3882139122,5000
IC-202601-140,2026-01-28,logisticspro,LogisticsPro,industrialsupply_co,IndustrialSupply Co,Software Licenses,6864.2294154973915,7000
IC-202601-141,2026-01-23,retailco,RetailCo,healthservices_plus,HealthServices Plus,Management Fees,17726.60844487084,7000
IC-202601-142,2026-01-19,dataanalytics_corp,DataAnalytics Corp,precisionmfg_inc,PrecisionMfg Inc,Shared Services,56778.145915936155,6500
IC-202601-143,2026-01-02,healthservices_plus,HealthServices Plus,industrialsupply_co,IndustrialSupply Co,Inventory/Supplies,219735.91294171134,5000
IC-202601-144,2026-01-27,techforge_saas,TechForge SaaS,dataanalytics_corp,DataAnalytics Corp,Software Licenses,8022.003183491972,7000
IC-202601-145,2026-01-12,healthservices_plus,HealthServices Plus,logisticspro,LogisticsPro,Management Fees,20901.975802465815,7000
IC-202601-146,2026-01-07,industrialsupply_co,IndustrialSupply Co,precisionmfg_inc,PrecisionMfg Inc,Shared Services,63651.29012748521,6500
IC-202601-147,2026-01-08,logisticspro,LogisticsPro,precisionmfg_inc,PrecisionMfg Inc,Inventory/Supplies,246163.31649906075,5000
IC-202601-148,2026-01-07,ecopackaging_ltd,EcoPackaging Ltd,dataanalytics_corp,DataAnalytics Corp,Software Licenses,8902.88539693773,7000
IC-202601-149,2026-01-20,dataanalytics_corp,DataAnalytics Corp,precisionmfg_inc,PrecisionMfg Inc,Management Fees,31670.720135067695,7000
IC-202601-150,2026-01-23,retailco,RetailCo,techforge_saas,TechForge SaaS,Shared Services,96610.90351987483,6500
IC-202601-151,2026-01-23,techforge_saas,TechForge SaaS,healthservices_plus,HealthServices Plus,Inventory/Supplies,104038.89189939883,5000
IC-202601-152,2026-01-25,precisionmfg_inc,PrecisionMfg Inc,retailco,RetailCo,Software Licenses,16977.399544536827,7000
IC-202601-153,2026-01-18,healthservices_plus,HealthServices Plus,logisticspro,LogisticsPro,Management Fees,22470.562066085186,7000
IC-202601-154,2026-01-05,ecopackaging_ltd,EcoPackaging Ltd,precisionmfg_inc,PrecisionMfg Inc,Shared Services,46484.29428149448,6500
IC-202601-155,2026-01-12,dataanalytics_corp,DataAnalytics Corp,retailco,RetailCo,Inventory/Supplies,248071.3515451248,5000
IC-202601-156,2026-01-08,techforge_saas,TechForge SaaS,industrialsupply_co,IndustrialSupply Co,Software Licenses,15554.105843059448,7000
IC-202601-157,2026-01-26,retailco,RetailCo,ecopackaging_ltd,EcoPackaging Ltd,Management Fees,26246.790638289393,7000
IC-202601-158,2026-01-28,techforge_saas,TechForge SaaS,industrialsupply_co,IndustrialSupply Co,Shared Services,41161.392797347944,6500
IC-202601-159,2026-01-28,industrialsupply_co,IndustrialSupply Co,logisticspro,LogisticsPro,Inventory/Supplies,155041.2138914177,5000
IC-202601-160,2026-01-07,ecopackaging_ltd,EcoPackaging Ltd,retailco,RetailCo,Software Licenses,21294.035181333093,7000
IC-202601-161,2026-01-17,ecopackaging_ltd,EcoPackaging Ltd,retailco,RetailCo,Management Fees,37587.547226491646,7000
IC-202601-162,2026-01-28,retailco,RetailCo,logisticspro,LogisticsPro,Shared Services,57225.02607262469,6500
IC-202601-163,2026-01-22,logisticspro,LogisticsPro,industrialsupply_co,IndustrialSupply Co,Inventory/Supplies,131119.24208716128,5000
IC-202601-164,2026-01-05,ecopackaging_ltd,EcoPackaging Ltd,retailco,RetailCo,Software Licenses,24083.814606695716,7000
IC-202601-165,2026-01-14,retailco,RetailCo,logisticspro,LogisticsPro,Management Fees,20387.01822355797,7000
IC-202601-166,2026-01-10,retailco,RetailCo,ecopackaging_ltd,EcoPackaging Ltd,Shared Services,42248.89979394851,6500
IC-202601-167,2026-01-19,ecopackaging_ltd,EcoPackaging Ltd,dataanalytics_corp,DataAnalytics Corp,Inventory/Supplies,152195.3831251113,5000
IC-202601-168,2026-01-10,industrialsupply_co,IndustrialSupply Co,techforge_saas,TechForge SaaS,Software Licenses,10002.679142984885,7000
IC-202601-169,2026-01-23,logisticspro,LogisticsPro,precisionmfg_inc,PrecisionMfg Inc,Management Fees,48493.57692068662,7000
IC-202601-170,2026-01-14,precisionmfg_inc,PrecisionMfg Inc,techforge_saas,TechForge SaaS,Shared Services,23591.449149953653,6500
IC-202601-171,2026-01-13,dataanalytics_corp,DataAnalytics Corp,precisionmfg_inc,PrecisionMfg Inc,Inventory/Supplies,173626.89026121557,5000
IC-202601-172,2026-01-18,precisionmfg_inc,PrecisionMfg Inc,healthservices_plus,HealthServices Plus,Software Licenses,15694.12718559417,7000
IC-202601-173,2026-01-21,dataanalytics_corp,DataAnalytics Corp,ecopackaging_ltd,EcoPackaging Ltd,Management Fees,14139.169066150924,7000
IC-202601-174,2026-01-26,industrialsupply_co,IndustrialSupply Co,retailco,RetailCo,Shared Services,93119.85408317723,6500
IC-202601-175,2026-01-23,precisionmfg_inc,PrecisionMfg Inc,logisticspro,LogisticsPro,Inventory/Supplies,162875.69217775261,5000
IC-202601-176,2026-01-21,techforge_saas,TechForge SaaS,ecopackaging_ltd,EcoPackaging Ltd,Software Licenses,21272.476462764826,7000
IC-202601-177,2026-01-08,industrialsupply_co,IndustrialSupply Co,logisticspro,LogisticsPro,Management Fees,36301.08138788426,7000
IC-202601-178,2026-01-25,dataanalytics_corp,DataAnalytics Corp,techforge_saas,TechForge SaaS,Shared Services,97693.74152230786,6500
IC-202601-179,2026-01-09,ecopackaging_ltd,EcoPackaging Ltd,precisionmfg_inc,PrecisionMfg Inc,Inventory/Supplies,133922.60428012177,5000
IC-202601-180,2026-01-07,industrialsupply_co,IndustrialSupply Co,ecopackaging_ltd,EcoPackaging Ltd,Software Licenses,23260.661961075813,7000
IC-202601-181,2026-01-17,retailco,RetailCo,logisticspro,LogisticsPro,Management Fees,37912.123396211144,7000
IC-202601-182,2026-01-05,ecopackaging_ltd,EcoPackaging Ltd,industrialsupply_co,IndustrialSupply Co,Shared Services,54300.059303864924,6500
IC-202601-183,2026-01-19,dataanalytics_corp,DataAnalytics Corp,techforge_saas,TechForge SaaS,Inventory/Supplies,171047.04403363267,5000
IC-202601-184,2026-01-07,retailco,RetailCo,logisticspro,LogisticsPro,Software Licenses,23876.09417983479,7000
IC-202601-185,2026-01-10,dataanalytics_corp,DataAnalytics Corp,precisionmfg_inc,PrecisionMfg Inc,Management Fees,45912.01478786409,7000
IC-202601-186,2026-01-06,industrialsupply_co,IndustrialSupply Co,retailco,RetailCo,Shared Services,41480.64335743348,6500
IC-202601-187,2026-01-25,healthservices_plus,HealthServices Plus,logisticspro,LogisticsPro,Inventory/Supplies,117918.14827916527,5000
IC-202601-188,2026-01-13,healthservices_plus,HealthServices Plus,precisionmfg_inc,PrecisionMfg Inc,Software Licenses,16019.244428374484,7000
IC-202601-189,2026-01-26,dataanalytics_corp,DataAnalytics Corp,precisionmfg_inc,PrecisionMfg Inc,Management Fees,27524.027551641957,7000
IC-202601-190,2026-01-05,precisionmfg_inc,PrecisionMfg Inc,dataanalytics_corp,DataAnalytics Corp,Shared Services,20963.997991699896,6500
IC-202601-191,2026-01-25,dataanalytics_corp,DataAnalytics Corp,retailco,RetailCo,Inventory/Supplies,209435.61165226225,5000
IC-202601-192,2026-01-19,healthservices_plus,HealthServices Plus,industrialsupply_co,IndustrialSupply Co,Software Licenses,6392.829816226373,7000
IC-202601-193,2026-01-05,ecopackaging_ltd,EcoPackaging Ltd,techforge_saas,TechForge SaaS,Management Fees,10399.75099434283,7000
IC-202601-194,2026-01-27,techforge_saas,TechForge SaaS,dataanalytics_corp,DataAnalytics Corp,Shared Services,56111.19190671979,6500
IC-202601-195,2026-01-22,ecopackaging_ltd,EcoPackaging Ltd,dataanalytics_corp,DataAnalytics Corp,Inventory/Supplies,86206.40847520027,5000
IC-202601-196,2026-01-28,ecopackaging_ltd,EcoPackaging Ltd,logisticspro,LogisticsPro,Software Licenses,12955.584346272954,7000
IC-202601-197,2026-01-12,dataanalytics_corp,DataAnalytics Corp,techforge_saas,TechForge SaaS,Management Fees,27614.55724715192,7000
IC-202601-198,2026-01-20,logisticspro,LogisticsPro,techforge_saas,TechForge SaaS,Shared Services,23136.119926602198,6500
IC-202601-199,2026-01-18,precisionmfg_inc,PrecisionMfg Inc,dataanalytics_corp,DataAnalytics Corp,Inventory/Supplies,187257.35252340854,5000
IC-202601-200,2026-01-22,industrialsupply_co,IndustrialSupply Co,dataanalytics_corp,DataAnalytics Corp,Software Licenses,9329.203477945794,7000
IC-202601-201,2026-01-03,ecopackaging_ltd,EcoPackaging Ltd,retailco,RetailCo,Management Fees,18626.526392696556,7000
