transaction_id,date,selling_entity_id,selling_entity_name,buying_entity_id,buying_entity_name,description,amount,gl_account
IC-202511-025,2025-11-20,healthservices_plus,HealthServices Plus,ecopackaging_ltd,EcoPackaging Ltd,Management Fees,21949.022943550925,7000
IC-202511-026,2025-11-08,retailco,RetailCo,precisionmfg_inc,PrecisionMfg Inc,Shared Services,76481.52061312197,6500
IC-202511-027,2025-11-25,dataanalytics_corp,DataAnalytics Corp,logisticspro,LogisticsPro,Inventory/Supplies,77070.8164555371,5000
IC-202511-028,2025-11-17,ecopackaging_ltd,EcoPackaging Ltd,retailco,RetailCo,Software Licenses,9990.923996990121,7000
IC-202511-029,2025-11-12,healthservices_plus,HealthServices Plus,retailco,RetailCo,Management Fees,16255.272176137918,7000
IC-202511-030,2025-11-25,dataanalytics_corp,DataAnalytics Corp,industrialsupply_co,IndustrialSupply Co,Shared Services,38942.74474491083,6500
IC-202511-031,2025-11-06,retailco,RetailCo,techforge_saas,TechForge SaaS,Inventory/Supplies,78993.01447596341,5000
IC-202511-032,2025-11-11,logisticspro,LogisticsPro,precisionmfg_inc,PrecisionMfg Inc,Software Licenses,19400.160793262265,7000
IC-202511-033,2025-11-18,precisionmfg_inc,PrecisionMfg Inc,retailco,RetailCo,Management Fees,44405.5877339774,7000
IC-202511-034,2025-11-17,retailco,RetailCo,healthservices_plus,HealthServices Plus,Shared Services,73135.03316043339,6500
IC-202511-035,2025-11-18,techforge_saas,TechForge SaaS,precisionmfg_inc,PrecisionMfg Inc,Inventory/Supplies,245612.3635947057,5000
IC-202511-036,2025-11-23,techforge_saas,TechForge SaaS,industrialsupply_co,IndustrialSupply Co,Software Licenses,22556.60156304082,7000
IC-202511-037,2025-11-04,logisticspro,LogisticsPro,precisionmfg_inc,PrecisionMfg Inc,Management Fees,49399.586245635,7000
IC-202511-038,2025-11-06,industrialsupply_co,IndustrialSupply Co,logisticspro,LogisticsPro,Shared Services,56135.74553853462,6500
IC-202511-039,2025-11-15,dataanalytics_corp,DataAnalytics Corp,logisticspro,LogisticsPro,Inventory/Supplies,178534.93153448473,5000
IC-202511-040,2025-11-12,techforge_saas,TechForge SaaS,retailco,RetailCo,Software Licenses,22943.726819292377,7000
IC-202511-041,2025-11-07,logisticspro,LogisticsPro,precisionmfg_inc,PrecisionMfg Inc,Management Fees,24547.72499024561,7000
IC-202511-042,2025-11-14,logisticspro,LogisticsPro,precisionmfg_inc,PrecisionMfg Inc,Shared Services,99073.27915296612,6500
IC-202511-043,2025-11-21,logisticspro,LogisticsPro,techforge_saas,TechForge SaaS,Inventory/Supplies,68606.09729200543,5000
IC-202511-044,2025-11-13,healthservices_plus,HealthServices Plus,dataanalytics_corp,DataAnalytics Corp,Software Licenses,19204.85597246623,7000
IC-202511-045,2025-11-17,industrialsupply_co,IndustrialSupply Co,dataanalytics_corp,DataAnalytics Corp,Management Fees,20172.879247132667,7000
IC-202511-046,2025-11-24,dataanalytics_corp,DataAnalytics Corp,industrialsupply_co,IndustrialSupply Co,Shared Services,79173.7040581411,6500
IC-202511-047,2025-11-03,dataanalytics_corp,DataAnalytics Corp,precisionmfg_inc,PrecisionMfg Inc,Inventory/Supplies,75252.94831290055,5000
IC-202511-048,2025-11-16,ecopackaging_ltd,EcoPackaging Ltd,precisionmfg_inc,PrecisionMfg Inc,Software Licenses,22327.730285026842,7000
IC-202511-049,2025-11-04,precisionmfg_inc,PrecisionMfg Inc,ecopackaging_ltd,EcoPackaging Ltd,Management Fees,36126.511621251324,7000
IC-202511-050,2025-11-15,dataanalytics_corp,DataAnalytics Corp,ecopackaging_ltd,EcoPackaging Ltd,Shared Services,33526.4856284794,6500
IC-202511-051,2025-11-27,ecopackaging_ltd,EcoPackaging Ltd,techforge_saas,TechForge SaaS,Inventory/Supplies,58404.93503428106,5000
IC-202511-052,2025-11-15,healthservices_plus,HealthServices Plus,logisticspro,LogisticsPro,Software Licenses,24635.973865212552,7000
IC-202511-053,2025-11-05,logisticspro,LogisticsPro,precisionmfg_inc,PrecisionMfg Inc,Management Fees,35403.56423638875,7000
IC-202511-054,2025-11-15,retailco,RetailCo,precisionmfg_inc,PrecisionMfg Inc,Shared Services,85962.78464696258,6500
IC-202511-055,2025-11-17,logisticspro,LogisticsPro,dataanalytics_corp,DataAnalytics Corp,Inventory/Supplies,247805.6716700348,5000
IC-202511-056,2025-11-06,dataanalytics_corp,DataAnalytics Corp,precisionmfg_inc,PrecisionMfg Inc,Software Licenses,10046.14499678813,7000
IC-202511-057,2025-11-09,precisionmfg_inc,PrecisionMfg Inc,ecopackaging_ltd,EcoPackaging Ltd,Management Fees,11305.827101826744,7000
IC-202511-058,2025-11-20,ecopackaging_ltd,EcoPackaging Ltd,techforge_saas,TechForge SaaS,Shared Services,91401.86319638768,6500
IC-202511-059,2025-11-13,precisionmfg_inc,PrecisionMfg Inc,ecopackaging_ltd,EcoPackaging Ltd,Inventory/Supplies,207350.06703088738,5000
IC-202511-060,2025-11-27,healthservices_plus,HealthServices Plus,dataanalytics_corp,DataAnalytics Corp,Software Licenses,14449.867100130272,7000
IC-202511-061,2025-11-21,logisticspro,LogisticsPro,dataanalytics_corp,DataAnalytics Corp,Management Fees,28918.853843820405,7000
IC-202511-062,2025-11-08,retailco,RetailCo,healthservices_plus,HealthServices Plus,Shared Services,86665.36571784099,6500
IC-202511-063,2025-11-22,industrialsupply_co,IndustrialSupply Co,healthservices_plus,HealthServices Plus,Inventory/Supplies,106912.46035257951,5000
IC-202511-064,2025-11-13,industrialsupply_co,IndustrialSupply Co,precisionmfg_inc,PrecisionMfg Inc,Software Licenses,12891.521511952928,7000
IC-202511-065,2025-11-26,ecopackaging_ltd,EcoPackaging Ltd,precisionmfg_inc,PrecisionMfg Inc,Management Fees,21869.1056441636,7000
IC-202511-066,2025-11-05,precisionmfg_inc,PrecisionMfg Inc,techforge_saas,TechForge SaaS,Shared Services,74927.19307940855,6500
IC-202511-067,2025-11-10,ecopackaging_ltd,EcoPackaging Ltd,industrialsupply_co,IndustrialSupply Co,Inventory/Supplies,199970.15288729325,5000
IC-202511-068,2025-11-21,healthservices_plus,HealthServices Plus,logisticspro,LogisticsPro,Software Licenses,22473.971869326902,7000
IC-202511-069,2025-11-04,dataanalytics_corp,DataAnalytics Corp,healthservices_plus,HealthServices Plus,Management Fees,31358.69890191055,7000
IC-202511-070,2025-11-22,ecopackaging_ltd,EcoPackaging Ltd,industrialsupply_co,IndustrialSupply Co,Shared Services,47453.38825381266,6500
IC-202511-071,2025-11-04,ecopackaging_ltd,EcoPackaging Ltd,logisticspro,LogisticsPro,Inventory/Supplies,168057.10859063195,5000
IC-202511-072,2025-11-02,logisticspro,LogisticsPro,precisionmfg_inc,PrecisionMfg Inc,Software Licenses,5548.406199453153,7000
IC-202511-073,2025-11-11,logisticspro,LogisticsPro,industrialsupply_co,IndustrialSupply Co,Management Fees,11791.138020186729,7000
IC-202511-074,2025-11-09,dataanalytics_corp,DataAnalytics Corp,techforge_saas,TechForge SaaS,Shared Services,67679.10737467854,6500
IC-202511-075,2025-11-14,ecopackaging_ltd,EcoPackaging Ltd,industrialsupply_co,IndustrialSupply Co,Inventory/Supplies,245490.42359807357,5000
IC-202511-076,2025-11-11,techforge_saas,TechForge SaaS,dataanalytics_corp,DataAnalytics Corp,Software Licenses,14757.02394384813,7000
IC-202511-077,2025-11-14,healthservices_plus,HealthServices Plus,retailco,RetailCo,Management Fees,45536.14689234725,7000
IC-202511-078,2025-11-03,ecopackaging_ltd,EcoPackaging Ltd,precisionmfg_inc,PrecisionMfg Inc,Shared Services,63312.60858780682,6500
IC-202511-079,2025-11-15,precisionmfg_inc,PrecisionMfg Inc,techforge_saas,TechForge SaaS,Inventory/Supplies,88924.76734097439,5000
IC-202511-080,2025-11-16,techforge_saas,TechForge SaaS,precisionmfg_inc,PrecisionMfg Inc,Software Licenses,13880.874984044058,7000
IC-202511-081,2025-11-06,ecopackaging_ltd,EcoPackaging Ltd,logisticspro,LogisticsPro,Management Fees,45212.59048595708,7000
IC-202511-082,2025-11-23,retailco,RetailCo,precisionmfg_inc,PrecisionMfg Inc,Shared Services,30589.790322797795,6500
IC-202511-083,2025-11-13,industrialsupply_co,IndustrialSupply Co,techforge_saas,TechForge SaaS,Inventory/Supplies,105153.5136502714,5000
IC-202511-084,2025-11-24,logisticspro,LogisticsPro,dataanalytics_corp,DataAnalytics Corp,Software Licenses,16254.233980446785,7000
IC-202511-085,2025-11-16,healthservices_plus,HealthServices Plus,logisticspro,LogisticsPro,Management Fees,44623.08582498209,7000
IC-202511-086,2025-11-09,precisionmfg_inc,PrecisionMfg Inc,techforge_saas,TechForge SaaS,Shared Services,20253.42788645614,6500
IC-202511-087,2025-11-23,precisionmfg_inc,PrecisionMfg Inc,healthservices_plus,HealthServices Plus,Inventory/Supplies,196805.95251786127,5000
IC-202511-088,2025-11-04,techforge_saas,TechForge SaaS,ecopackaging_ltd,EcoPackaging Ltd,Software Licenses,11668.14644318221,7000
IC-202511-089,2025-11-05,dataanalytics_corp,DataAnalytics Corp,healthservices_plus,HealthServices Plus,Management Fees,49785.945662399914,7000
IC-202511-090,2025-11-09,retailco,RetailCo,precisionmfg_inc,PrecisionMfg Inc,Shared Services,81289.2746236469,6500
IC-202511-091,2025-11-03,ecopackaging_ltd,EcoPackaging Ltd,logisticspro,LogisticsPro,Inventory/Supplies,176417.96590124845,5000
IC-202511-092,2025-11-03,techforge_saas,TechForge SaaS,dataanalytics_corp,DataAnalytics Corp,Software Licenses,14565.19768390447,7000
IC-202511-093,2025-11-08,industrialsupply_co,IndustrialSupply Co,techforge_saas,TechForge SaaS,Management Fees,42139.309731875386,7000
IC-202511-094,2025-11-18,retailco,RetailCo,healthservices_plus,HealthServices Plus,Shared Services,37170.24586070423,6500
IC-202511-095,2025-11-22,techforge_saas,TechForge SaaS,retailco,RetailCo,Inventory/Supplies,142634.54335026833,5000
IC-202511-096,2025-11-25,precisionmfg_inc,PrecisionMfg Inc,logisticspro,LogisticsPro,Software Licenses,22639.843394432715,7000
IC-202511-097,2025-11-23,ecopackaging_ltd,EcoPackaging Ltd,industrialsupply_co,IndustrialSupply Co,Management Fees,14109.930098096935,7000
IC-202511-098,2025-11-20,retailco,RetailCo,healthservices_plus,HealthServices Plus,Shared Services,45301.61197834455,6500
IC-202511-099,2025-11-20,dataanalytics_corp,DataAnalytics Corp,ecopackaging_ltd,EcoPackaging Ltd,Inventory/Supplies,125462.73228126472,5000
IC-202511-100,2025-11-22,retailco,RetailCo,ecopackaging_ltd,EcoPackaging Ltd,Software Licenses,8339.061774943973,7000
IC-202511-101,2025-11-20,precisionmfg_inc,PrecisionMfg Inc,industrialsupply_co,IndustrialSupply Co,Management Fees,37044.32925657644,7000
IC-202511-102,2025-11-15,ecopackaging_ltd,EcoPackaging Ltd,retailco,RetailCo,Shared Services,89265.61321778841,6500
IC-202511-103,2025-11-10,precisionmfg_inc,PrecisionMfg Inc,logisticspro,LogisticsPro,Inventory/Supplies,220069.60022397907,5000
IC-202511-104,2025-11-19,precisionmfg_inc,PrecisionMfg Inc,dataanalytics_corp,DataAnalytics Corp,Software Licenses,18032.795209545533,7000
IC-202511-105,2025-11-04,ecopackaging_ltd,EcoPackaging Ltd,precisionmfg_inc,PrecisionMfg Inc,Management Fees,38528.275331304714,7000
IC-202511-106,2025-11-18,ecopackaging_ltd,EcoPackaging Ltd,healthservices_plus,HealthServices Plus,Shared Services,39351.11068433168,6500
IC-202511-107,2025-11-26,dataanalytics_corp,DataAnalytics Corp,ecopackaging_ltd,EcoPackaging Ltd,Inventory/Supplies,103335.0393323955,5000
IC-202511-108,2025-11-13,retailco,RetailCo,industrialsupply_co,IndustrialSupply Co,Software Licenses,7630.365338327558,7000
IC-202511-109,2025-11-26,techforge_saas,TechForge SaaS,dataanalytics_corp,DataAnalytics Corp,Management Fees,24709.346032204397,7000
IC-202511-110,2025-11-16,logisticspro,LogisticsPro,retailco,RetailCo,Shared Services,43984.04220521887,6500
IC-202511-111,2025-11-10,healthservices_plus,HealthServices Plus,precisionmfg_inc,PrecisionMfg Inc,Inventory/Supplies,110583.14576663852,5000
IC-202511-112,2025-11-06,ecopackaging_ltd,EcoPackaging Ltd,industrialsupply_co,IndustrialSupply Co,Software Licenses,23854.486381882245,7000
IC-202511-113,2025-11-26,dataanalytics_corp,DataAnalytics Corp,techforge_saas,TechForge SaaS,Management Fees,18199.248381072655,7000
IC-202511-114,2025-11-02,ecopackaging_ltd,EcoPackaging Ltd,healthservices_plus,HealthServices Plus,Shared Services,92513.67711315495,6500
IC-202511-115,2025-11-21,precisionmfg_inc,PrecisionMfg Inc,logisticspro,LogisticsPro,Inventory/Supplies,79460.60885579407,5000
IC-202511-116,2025-11-07,dataanalytics_corp,DataAnalytics Corp,logisticspro,LogisticsPro,Software Licenses,24246.204059755684,7000
IC-202511-117,2025-11-13,techforge_saas,TechForge SaaS,retailco,RetailCo,Management Fees,27312.640088378772,7000
IC-202511-118,2025-11-05,precisionmfg_inc,PrecisionMfg Inc,industrialsupply_co,IndustrialSupply Co,Shared Services,51348.66371272631,6500
IC-202511-119,2025-11-23,industrialsupply_co,IndustrialSupply Co,dataanalytics_corp,DataAnalytics Corp,Inventory/Supplies,168712.1870757572,5000
IC-202511-120,2025-11-03,dataanalytics_corp,DataAnalytics Corp,techforge_saas,TechForge SaaS,Software Licenses,15429.192774429439,7000
IC-202511-121,2025-11-21,techforge_saas,TechForge SaaS,retailco,RetailCo,Management Fees,22399.997486871573,7000
IC-202511-122,2025-11-12,healthservices_plus,HealthServices Plus,retailco,RetailCo,Shared Services,48562.347517600974,6500
IC-202511-123,2025-11-11,techforge_saas,TechForge SaaS,ecopackaging_ltd,EcoPackaging Ltd,Inventory/Supplies,146178.02932060178,5000
IC-202511-124,2025-11-22,ecopackaging_ltd,EcoPackaging Ltd,dataanalytics_corp,DataAnalytics Corp,Software Licenses,12849.163724589602,7000
IC-202511-125,2025-11-28,logisticspro,LogisticsPro,precisionmfg_inc,PrecisionMfg Inc,Management Fees,24284.84637202011,7000
IC-202511-126,2025-11-10,dataanalytics_corp,DataAnalytics Corp,retailco,RetailCo,Shared Services,28144.294635962953,6500
IC-202511-127,2025-11-20,ecopackaging_ltd,EcoPackaging Ltd,retailco,RetailCo,Inventory/Supplies,166324.4585978387,5000
IC-202511-128,2025-11-22,ecopackaging_ltd,EcoPackaging Ltd,techforge_saas,TechForge SaaS,Software Licenses,22851.16454972949,7000
IC-202511-129,2025-11-15,techforge_saas,TechForge SaaS,logisticspro,LogisticsPro,Management Fees,18178.43544218847,7000
IC-202511-130,2025-11-05,logisticspro,LogisticsPro,dataanalytics_corp,DataAnalytics Corp,Shared Services,56800.191646463914,6500
IC-202511-131,2025-11-22,dataanalytics_corp,DataAnalytics Corp,techforge_saas,TechForge SaaS,Inventory/Supplies,108005.83872978119,5000
IC-202511-132,2025-11-21,healthservices_plus,HealthServices Plus,retailco,RetailCo,Software Licenses,11083.974392725617,7000
IC-202511-133,2025-11-19,dataanalytics_corp,DataAnalytics Corp,techforge_saas,TechForge SaaS,Management Fees,36521.8876721369,7000
IC-202511-134,2025-11-08,precisionmfg_inc,PrecisionMfg Inc,dataanalytics_corp,DataAnalytics Corp,Shared Services,49675.280652621215,6500
IC-202511-135,2025-11-10,retailco,RetailCo,precisionmfg_inc,PrecisionMfg Inc,Inventory/Supplies,191864.16569452191,5000
IC-202511-136,2025-11-20,industrialsupply_co,IndustrialSupply Co,healthservices_plus,HealthServices Plus,Software Licenses,19169.793949855946,7000
IC-202511-137,2025-11-26,industrialsupply_co,IndustrialSupply Co,logisticspro,LogisticsPro,Management Fees,13929.39968756322,7000
IC-202511-138,2025-11-18,dataanalytics_corp,DataAnalytics Corp,industrialsupply_co,IndustrialSupply Co,Shared Services,73211.69553907243,6500
IC-202511-139,2025-11-20,ecopackaging_ltd,EcoPackaging Ltd,precisionmfg_inc,PrecisionMfg Inc,Inventory/Supplies,196888.7864151183,5000
IC-202511-140,2025-11-26,dataanalytics_corp,DataAnalytics Corp,industrialsupply_co,IndustrialSupply Co,Software Licenses,21342.5628403117,7000
IC-202511-141,2025-11-20,precisionmfg_inc,PrecisionMfg Inc,industrialsupply_co,IndustrialSupply Co,Management Fees,29290.574450087686,7000
IC-202511-142,2025-11-09,ecopackaging_ltd,EcoPackaging Ltd,logisticspro,LogisticsPro,Shared Services,45323.973221429595,6500
IC-202511-143,2025-11-13,logisticspro,LogisticsPro,techforge_saas,TechForge SaaS,Inventory/Supplies,82563.00993537276,5000
IC-202511-144,2025-11-28,healthservices_plus,HealthServices Plus,precisionmfg_inc,PrecisionMfg Inc,Software Licenses,6367.064006199173,7000
IC-202511-145,2025-11-21,healthservices_plus,HealthServices Plus,logisticspro,LogisticsPro,Management Fees,12884.443717177408,7000
IC-202511-146,2025-11-26,logisticspro,LogisticsPro,techforge_saas,TechForge SaaS,Shared Services,42228.22208717698,6500
IC-202511-147,2025-11-27,retailco,RetailCo,healthservices_plus,HealthServices Plus,Inventory/Supplies,130720.20047231825,5000
IC-202511-148,2025-11-25,precisionmfg_inc,PrecisionMfg Inc,ecopackaging_ltd,EcoPackaging Ltd,Software Licenses,17614.009423175703,7000
IC-202511-149,2025-11-21,logisticspro,LogisticsPro,techforge_saas,TechForge SaaS,Management Fees,16884.424112911107,7000
IC-202511-150,2025-11-10,techforge_saas,TechForge SaaS,industrialsupply_co,IndustrialSupply Co,Shared Services,76303.38487924062,6500
IC-202511-151,2025-11-22,dataanalytics_corp,DataAnalytics Corp,precisionmfg_inc,PrecisionMfg Inc,Inventory/Supplies,73413.20828483373,5000
IC-202511-152,2025-11-02,precisionmfg_inc,PrecisionMfg Inc,logisticspro,LogisticsPro,Software Licenses,6009.778888248158,7000
IC-202511-153,2025-11-07,precisionmfg_inc,PrecisionMfg Inc,industrialsupply_co,IndustrialSupply Co,Management Fees,18819.347738932163,7000
IC-202511-154,2025-11-16,dataanalytics_corp,DataAnalytics Corp,healthservices_plus,HealthServices Plus,Shared Services,91204.56203722021,6500
IC-202511-155,2025-11-19,ecopackaging_ltd,EcoPackaging Ltd,precisionmfg_inc,PrecisionMfg Inc,Inventory/Supplies,159375.19317520893,5000
IC-202511-156,2025-11-12,industrialsupply_co,IndustrialSupply Co,precisionmfg_inc,PrecisionMfg Inc,Software Licenses,5316.263924659242,7000
IC-202511-157,2025-11-11,techforge_saas,TechForge SaaS,healthservices_plus,HealthServices Plus,Management Fees,34269.268988697455,7000
IC-202511-158,2025-11-28,ecopackaging_ltd,EcoPackaging Ltd,techforge_saas,TechForge SaaS,Shared Services,51795.85255192733,6500
IC-202511-159,2025-11-23,logisticspro,LogisticsPro,dataanalytics_corp,DataAnalytics Corp,Inventory/Supplies,103770.7028764387,5000
IC-202511-160,2025-11-19,ecopackaging_ltd,EcoPackaging Ltd,healthservices_plus,HealthServices Plus,Software Licenses,14988.635397336708,7000
IC-202511-161,2025-11-08,dataanalytics_corp,DataAnalytics Corp,techforge_saas,TechForge SaaS,Management Fees,21695.324416487725,7000
IC-202511-162,2025-11-07,precisionmfg_inc,PrecisionMfg Inc,techforge_saas,TechForge SaaS,Shared Services,52773.68427007941,6500
IC-202511-163,2025-11-06,retailco,RetailCo,healthservices_plus,HealthServices Plus,Inventory/Supplies,187026.8619748968,5000
IC-202511-164,2025-11-14,logisticspro,LogisticsPro,ecopackaging_ltd,EcoPackaging Ltd,Software Licenses,22452.716050936706,7000
IC-202511-165,2025-11-10,retailco,RetailCo,techforge_saas,TechForge SaaS,Management Fees,30225.366136878354,7000
IC-202511-166,2025-11-04,healthservices_plus,HealthServices Plus,techforge_saas,TechForge SaaS,Shared Services,74155.26263974699,6500
IC-202511-167,2025-11-14,precisionmfg_inc,PrecisionMfg Inc,healthservices_plus,HealthServices Plus,Inventory/Supplies,126960.72344422065,5000
IC-202511-168,2025-11-12,healthservices_plus,HealthServices Plus,retailco,RetailCo,Software Licenses,5382.57932874574,7000
IC-202511-169,2025-11-08,techforge_saas,TechForge SaaS,healthservices_plus,HealthServices Plus,Management Fees,33285.752303111934,7000
IC-202511-170,2025-11-02,techforge_saas,TechForge SaaS,healthservices_plus,HealthServices Plus,Shared Services,69304.03887405792,6500
IC-202511-171,2025-11-16,dataanalytics_corp,DataAnalytics Corp,logisticspro,LogisticsPro,Inventory/Supplies,165081.87745722965,5000
IC-202511-172,2025-11-04,healthservices_plus,HealthServices Plus,precisionmfg_inc,PrecisionMfg Inc,Software Licenses,20296.019449185544,7000
IC-202511-173,2025-11-22,retailco,RetailCo,ecopackaging_ltd,EcoPackaging Ltd,Management Fees,41710.32454291251,7000
IC-202511-174,2025-11-13,ecopackaging_ltd,EcoPackaging Ltd,industrialsupply_co,IndustrialSupply Co,Shared Services,57204.41986405155,6500
IC-202511-175,2025-11-26,dataanalytics_corp,DataAnalytics Corp,precisionmfg_inc,PrecisionMfg Inc,Inventory/Supplies,52673.53665187913,5000
IC-202511-176,2025-11-26,techforge_saas,TechForge SaaS,industrialsupply_co,IndustrialSupply Co,Software Licenses,6331.294558284457,7000
IC-202511-177,2025-11-20,retailco,RetailCo,dataanalytics_corp,DataAnalytics Corp,Management Fees,27338.889310225375,7000
IC-202511-178,2025-11-28,techforge_saas,TechForge SaaS,healthservices_plus,HealthServices Plus,Shared Services,77819.02017910438,6500
IC-202511-179,2025-11-10,healthservices_plus,HealthServices Plus,ecopackaging_ltd,EcoPackaging Ltd,Inventory/Supplies,59731.53273234266,5000
IC-202511-180,2025-11-28,techforge_saas,TechForge SaaS,healthservices_plus,HealthServices Plus,Software Licenses,17409.47570103941,7000
IC-202511-181,2025-11-05,retailco,RetailCo,logisticspro,LogisticsPro,Management Fees,46329.139548012914,7000
IC-202511-182,2025-11-09,retailco,RetailCo,techforge_saas,TechForge SaaS,Shared Services,41675.41586530923,6500
IC-202511-183,2025-11-24,ecopackaging_ltd,EcoPackaging Ltd,techforge_saas,TechForge SaaS,Inventory/Supplies,76730.1162821036,5000
IC-202511-184,2025-11-22,logisticspro,LogisticsPro,ecopackaging_ltd,EcoPackaging Ltd,Software Licenses,21518.35414632061,7000
IC-202511-185,2025-11-24,techforge_saas,TechForge SaaS,ecopackaging_ltd,EcoPackaging Ltd,Management Fees,12525.611717095653,7000
IC-202511-186,2025-11-04,retailco,RetailCo,ecopackaging_ltd,EcoPackaging Ltd,Shared Services,57119.210517154,6500
IC-202511-187,2025-11-09,retailco,RetailCo,techforge_saas,TechForge SaaS,Inventory/Supplies,115058.12367234955,5000
IC-202511-188,2025-11-12,ecopackaging_ltd,EcoPackaging Ltd,techforge_saas,TechForge SaaS,Software Licenses,24977.852240665812,7000
IC-202511-189,2025-11-04,healthservices_plus,HealthServices Plus,techforge_saas,TechForge SaaS,Management Fees,28633.030128924987,7000
IC-202511-190,2025-11-15,ecopackaging_ltd,EcoPackaging Ltd,techforge_saas,TechForge SaaS,Shared Services,26417.779716457124,6500
IC-202511-191,2025-11-11,dataanalytics_corp,DataAnalytics Corp,industrialsupply_co,IndustrialSupply Co,Inventory/Supplies,237682.7487716288,5000
IC-202511-192,2025-11-20,precisionmfg_inc,PrecisionMfg Inc,industrialsupply_co,IndustrialSupply Co,Software Licenses,9577.50924966998,7000
IC-202511-193,2025-11-18,logisticspro,LogisticsPro,healthservices_plus,HealthServices Plus,Management Fees,18465.435942794447,7000
IC-202511-194,2025-11-24,logisticspro,LogisticsPro,dataanalytics_corp,DataAnalytics Corp,Shared Services,73982.90417339285,6500
IC-202511-195,2025-11-08,precisionmfg_inc,PrecisionMfg Inc,industrialsupply_co,IndustrialSupply Co,Inventory/Supplies,105057.64269037204,5000
IC-202511-196,2025-11-28,logisticspro,LogisticsPro,industrialsupply_co,IndustrialSupply Co,Software Licenses,5499.324442401144,7000
IC-202511-197,2025-11-18,ecopackaging_ltd,EcoPackaging Ltd,techforge_saas,TechForge SaaS,Management Fees,35561.28635659683,7000
IC-202511-198,2025-11-21,techforge_saas,TechForge SaaS,logisticspro,LogisticsPro,Shared Services,25322.208656868417,6500
IC-202511-199,2025-11-10,precisionmfg_inc,PrecisionMfg Inc,ecopackaging_ltd,EcoPackaging Ltd,Inventory/Supplies,197485.21715413546,5000
