company_id,company_name,accrual_type,gl_account,frequency,amount,last_booked_date
techforge_saas,TechForge SaaS,Marketing Campaign Accrual - Bishop-Goodwin,7000,quarterly,61351.91431133722,2025-06-18
techforge_saas,TechForge SaaS,Travel Expense Accrual - Young-Allen,7200,monthly,21889.479032988336,2025-04-17
techforge_saas,TechForge SaaS,Audit Fees Accrual - Mckee-Lee,6500,annual,36875.881107004156,2025-10-23
techforge_saas,TechForge SaaS,"Contractor Fees Accrual - Valentine, Joyce and Murray",6500,monthly,7670.396131541883,2025-02-04
techforge_saas,TechForge SaaS,Software License Accrual - Strickland-Shaw,6300,monthly,44600.87553013674,2025-06-26
techforge_saas,TechForge SaaS,Travel Expense Accrual - Burch-Montoya,7200,monthly,36258.64352538871,2025-11-05
techforge_saas,TechForge SaaS,"Consulting Fees Accrual - Taylor, Wright and Davidson",6500,monthly,25355.014994416,2025-03-08
techforge_saas,TechForge SaaS,Equipment Maintenance - Spencer-Garcia,6300,quarterly,47555.30805523088,2025-04-04
techforge_saas,TechForge SaaS,"Audit Fees Accrual - Rosales, Mitchell and Hines",6500,annual,25520.91018397222,2025-04-22
techforge_saas,TechForge SaaS,Interest Expense Accrual - Cole-Palmer,9500,monthly,64435.1711251526,2025-12-04
techforge_saas,TechForge SaaS,Property Tax Accrual - Davis-Lozano,6300,annual,60528.623735302484,2025-01-05
techforge_saas,TechForge SaaS,Warranty Provision - Wilkerson-Arias,5200,annual,16550.41805948195,2025-07-07
techforge_saas,TechForge SaaS,Commission Accrual - Brown-Shaw,6000,monthly,8011.3538688534745,2025-07-15
techforge_saas,TechForge SaaS,Software License Accrual - Hughes Inc,6300,monthly,47586.5058717182,2025-06-13
techforge_saas,TechForge SaaS,Server Hosting Accrual - Walker-Flores,6300,monthly,28880.432909469586,2025-01-21
techforge_saas,TechForge SaaS,Travel Expense Accrual - Combs Ltd,7200,monthly,66484.24441307335,2025-05-26
techforge_saas,TechForge SaaS,Equipment Maintenance - Moody-Taylor,6300,quarterly,54795.38004924473,2025-08-14
techforge_saas,TechForge SaaS,Consulting Fees Accrual - Lowery-Kennedy,6500,monthly,34468.69665076926,2025-10-01
techforge_saas,TechForge SaaS,Contractor Fees Accrual - Blake Group,6500,monthly,65740.97458332067,2025-07-17
techforge_saas,TechForge SaaS,Consulting Fees Accrual - Gilbert-Bullock,6500,monthly,64168.22437005028,2025-04-07
techforge_saas,TechForge SaaS,Property Tax Accrual - Scott and Sons,6300,annual,62528.02338793499,2025-02-18
techforge_saas,TechForge SaaS,"Contractor Fees Accrual - Bentley, Lynch and Henderson",6500,monthly,44328.13744306938,2025-01-06
techforge_saas,TechForge SaaS,Interest Expense Accrual - Young-Martinez,9500,monthly,10780.38698858571,2025-08-24
techforge_saas,TechForge SaaS,Software License Accrual - Barnes PLC,6300,monthly,32493.530828638508,2025-05-27
techforge_saas,TechForge SaaS,Freight/Shipping Accrual - Brown-Copeland,5200,monthly,44558.0375036503,2025-11-09
techforge_saas,TechForge SaaS,Property Tax Accrual - Carlson-Smith,6300,annual,5306.424513992028,2025-07-05
techforge_saas,TechForge SaaS,"Marketing Campaign Accrual - Andrews, Higgins and Carter",7000,quarterly,64308.175891346924,2025-05-18
techforge_saas,TechForge SaaS,Legal Fees Accrual - Mendez and Sons,6500,monthly,74937.79085247169,2025-11-17
techforge_saas,TechForge SaaS,"Freight/Shipping Accrual - Butler, Beck and Miller",5200,monthly,42225.59509136993,2025-08-23
techforge_saas,TechForge SaaS,Commission Accrual - Jones-Fox,6000,monthly,21220.57943411094,2025-07-21
techforge_saas,TechForge SaaS,"Software License Accrual - Hartman, Romero and Smith",6300,monthly,51382.254133812625,2025-06-20
techforge_saas,TechForge SaaS,Audit Fees Accrual - Williams-Hughes,6500,annual,38680.31988653278,2025-12-18
techforge_saas,TechForge SaaS,Warranty Provision - King-Smith,5200,annual,28408.006882564096,2025-07-01
techforge_saas,TechForge SaaS,Equipment Maintenance - Cooper Ltd,6300,quarterly,70957.78720465925,2025-12-03
techforge_saas,TechForge SaaS,"Property Tax Accrual - Fuller, Ingram and Moss",6300,annual,63969.552204697,2025-11-06
techforge_saas,TechForge SaaS,Warranty Provision - Anderson-Bell,5200,annual,52121.62921970727,2025-09-21
techforge_saas,TechForge SaaS,Travel Expense Accrual - Li-Thompson,7200,monthly,8214.38152420353,2025-10-11
techforge_saas,TechForge SaaS,"Property Tax Accrual - Marshall, Dominguez and Welch",6300,annual,47154.3454427984,2025-07-11
techforge_saas,TechForge SaaS,Equipment Maintenance - Brown Group,6300,quarterly,36723.578729582005,2025-01-16
techforge_saas,TechForge SaaS,Software License Accrual - Carter Inc,6300,monthly,63056.13221073963,2025-02-01
techforge_saas,TechForge SaaS,Audit Fees Accrual - Blackwell LLC,6500,annual,34602.008498315976,2025-06-10
techforge_saas,TechForge SaaS,Audit Fees Accrual - Robertson-Hays,6500,annual,34233.88532659405,2025-04-11
techforge_saas,TechForge SaaS,"Freight/Shipping Accrual - Kennedy, Johnson and Lucas",5200,monthly,65856.82776032915,2025-03-06
techforge_saas,TechForge SaaS,Property Tax Accrual - Kelly-Norman,6300,annual,31147.52858814043,2025-03-13
techforge_saas,TechForge SaaS,"Server Hosting Accrual - Rivera, Martinez and Richardson",6300,monthly,73602.87332725665,2025-06-15
techforge_saas,TechForge SaaS,Contractor Fees Accrual - Paul-Kline,6500,monthly,36374.299280475476,2025-04-08
techforge_saas,TechForge SaaS,Commission Accrual - Morgan-Lopez,6000,monthly,6011.0020192583,2025-02-22
techforge_saas,TechForge SaaS,"Legal Fees Accrual - Jimenez, Glass and Stone",6500,monthly,35350.791483902765,2025-09-05
techforge_saas,TechForge SaaS,Marketing Campaign Accrual - Acosta Inc,7000,quarterly,43677.47786075986,2025-05-26
techforge_saas,TechForge SaaS,Server Hosting Accrual - Morrison-Short,6300,monthly,38859.31197572467,2025-04-17
techforge_saas,TechForge SaaS,"Travel Expense Accrual - Carter, Garcia and Murphy",7200,monthly,32133.861133931478,2025-04-26
techforge_saas,TechForge SaaS,Warranty Provision - Parker-Morrison,5200,annual,41636.26276996611,2025-06-15
techforge_saas,TechForge SaaS,Property Tax Accrual - Jackson-Wallace,6300,annual,10173.429715400845,2025-11-22
techforge_saas,TechForge SaaS,Travel Expense Accrual - Williams-Berg,7200,monthly,16387.382425655982,2025-09-25
techforge_saas,TechForge SaaS,Server Hosting Accrual - Mendez-Graham,6300,monthly,29639.694168476428,2025-12-07
techforge_saas,TechForge SaaS,"Audit Fees Accrual - Whitney, Gould and Jones",6500,annual,29269.48484000426,2025-08-26
techforge_saas,TechForge SaaS,"Interest Expense Accrual - Sullivan, Palmer and Brady",9500,monthly,40746.92028689123,2025-08-09
techforge_saas,TechForge SaaS,Freight/Shipping Accrual - Cisneros and Sons,5200,monthly,60883.94657679381,2025-10-03
techforge_saas,TechForge SaaS,"Legal Fees Accrual - Gregory, Kim and Martinez",6500,monthly,13743.309211329746,2025-06-01
precisionmfg_inc,PrecisionMfg Inc,Rent Expense,6200,monthly,500000.0,2025-12-31
precisionmfg_inc,PrecisionMfg Inc,Utilities,6300,monthly,200000.0,2025-12-31
precisionmfg_inc,PrecisionMfg Inc,Insurance,6400,quarterly,1200000.0,2025-12-31
precisionmfg_inc,PrecisionMfg Inc,Professional Fees,6500,monthly,300000.0,2025-12-31
precisionmfg_inc,PrecisionMfg Inc,Bonus Accrual,6000,annual,6000000.0,2025-12-31
precisionmfg_inc,PrecisionMfg Inc,Marketing Campaign Accrual - Osborne LLC,7000,quarterly,162520.655678674,2025-06-09
precisionmfg_inc,PrecisionMfg Inc,Travel Expense Accrual - Reyes-Bradley,7200,monthly,186150.41754166156,2025-01-06
precisionmfg_inc,PrecisionMfg Inc,"Commission Accrual - Hernandez, Cole and Watson",6000,monthly,89820.96787836024,2025-10-24
precisionmfg_inc,PrecisionMfg Inc,Legal Fees Accrual - Hines-Berry,6500,monthly,157903.01495862595,2025-11-02
precisionmfg_inc,PrecisionMfg Inc,"Audit Fees Accrual - Richardson, Edwards and Ramirez",6500,annual,160088.75302697095,2025-08-21
precisionmfg_inc,PrecisionMfg Inc,Interest Expense Accrual - Johnson and Sons,9500,monthly,78849.85530823689,2025-08-25
precisionmfg_inc,PrecisionMfg Inc,Commission Accrual - Holmes-Mcintyre,6000,monthly,164806.02169064165,2025-06-09
precisionmfg_inc,PrecisionMfg Inc,Audit Fees Accrual - Green LLC,6500,annual,144621.18010970103,2025-06-19
precisionmfg_inc,PrecisionMfg Inc,"Warranty Provision - Griffin, Davies and Mitchell",5200,annual,111507.04800462666,2025-05-12
precisionmfg_inc,PrecisionMfg Inc,Warranty Provision - Gonzalez-Taylor,5200,annual,185422.59957183246,2025-03-26
precisionmfg_inc,PrecisionMfg Inc,Travel Expense Accrual - Hayes Ltd,7200,monthly,81361.34533236989,2025-01-15
precisionmfg_inc,PrecisionMfg Inc,Travel Expense Accrual - Osborn-Cochran,7200,monthly,110697.99318295163,2025-10-14
precisionmfg_inc,PrecisionMfg Inc,Equipment Maintenance - Contreras-Mckinney,6300,quarterly,141582.59619161597,2025-01-14
precisionmfg_inc,PrecisionMfg Inc,"Equipment Maintenance - Daniels, Vance and York",6300,quarterly,125759.2761631857,2025-10-10
precisionmfg_inc,PrecisionMfg Inc,"Server Hosting Accrual - Mckinney, Graves and Thompson",6300,monthly,101736.9136233048,2025-12-22
precisionmfg_inc,PrecisionMfg Inc,Travel Expense Accrual - Hicks-Martinez,7200,monthly,145524.258851464,2025-10-09
precisionmfg_inc,PrecisionMfg Inc,Warranty Provision - Conner and Sons,5200,annual,40361.73471991488,2025-12-22
precisionmfg_inc,PrecisionMfg Inc,Software License Accrual - Johnson-Spencer,6300,monthly,179689.7691306399,2025-09-14
precisionmfg_inc,PrecisionMfg Inc,Server Hosting Accrual - Mcdonald-Bird,6300,monthly,140555.30358346374,2025-07-22
precisionmfg_inc,PrecisionMfg Inc,Audit Fees Accrual - Salazar Inc,6500,annual,174834.4355317704,2025-09-10
precisionmfg_inc,PrecisionMfg Inc,Legal Fees Accrual - Parker Ltd,6500,monthly,169315.25451333748,2025-04-25
precisionmfg_inc,PrecisionMfg Inc,"Consulting Fees Accrual - Mendoza, Jenkins and Ortiz",6500,monthly,44151.19880138714,2025-02-17
precisionmfg_inc,PrecisionMfg Inc,"Equipment Maintenance - Jones, Compton and Day",6300,quarterly,191560.17684439034,2025-01-19
precisionmfg_inc,PrecisionMfg Inc,Warranty Provision - Owens-Holmes,5200,annual,77825.02184824386,2025-10-02
precisionmfg_inc,PrecisionMfg Inc,Consulting Fees Accrual - Humphrey PLC,6500,monthly,179852.82284412632,2025-06-18
precisionmfg_inc,PrecisionMfg Inc,"Property Tax Accrual - Matthews, Saunders and Anderson",6300,annual,185577.12468675128,2025-03-18
precisionmfg_inc,PrecisionMfg Inc,"Software License Accrual - Bartlett, Brown and Martinez",6300,monthly,185464.36120019757,2025-05-08
precisionmfg_inc,PrecisionMfg Inc,Travel Expense Accrual - Torres and Sons,7200,monthly,127697.03912496447,2025-03-26
precisionmfg_inc,PrecisionMfg Inc,Interest Expense Accrual - Donovan-Perez,9500,monthly,10305.129975532513,2025-11-20
precisionmfg_inc,PrecisionMfg Inc,"Contractor Fees Accrual - Jacobson, Singleton and King",6500,monthly,185156.42489458772,2025-07-09
precisionmfg_inc,PrecisionMfg Inc,"Freight/Shipping Accrual - Huber, Hill and Weber",5200,monthly,11473.312852901072,2025-02-21
precisionmfg_inc,PrecisionMfg Inc,"Property Tax Accrual - Ferguson, Shaw and Jackson",6300,annual,80172.69094359639,2025-05-21
precisionmfg_inc,PrecisionMfg Inc,"Audit Fees Accrual - Moore, Hopkins and Le",6500,annual,53803.86924211385,2025-12-06
precisionmfg_inc,PrecisionMfg Inc,"Equipment Maintenance - Morgan, Bradshaw and Williams",6300,quarterly,14225.989319304592,2025-10-21
precisionmfg_inc,PrecisionMfg Inc,Legal Fees Accrual - Miller Ltd,6500,monthly,155261.0856729204,2025-01-04
precisionmfg_inc,PrecisionMfg Inc,"Commission Accrual - Baker, Clark and Armstrong",6000,monthly,35304.28791392394,2025-05-23
precisionmfg_inc,PrecisionMfg Inc,"Software License Accrual - Fowler, Jimenez and Burton",6300,monthly,190948.50667063775,2025-01-12
precisionmfg_inc,PrecisionMfg Inc,Property Tax Accrual - May-Turner,6300,annual,161874.62322700975,2025-03-11
precisionmfg_inc,PrecisionMfg Inc,Audit Fees Accrual - Ballard Ltd,6500,annual,143123.9244563097,2025-05-26
precisionmfg_inc,PrecisionMfg Inc,Interest Expense Accrual - Evans-Jones,9500,monthly,143150.44217275956,2025-01-21
precisionmfg_inc,PrecisionMfg Inc,Warranty Provision - Moore Group,5200,annual,103517.99584268889,2025-05-09
precisionmfg_inc,PrecisionMfg Inc,Warranty Provision - Marshall-Peterson,5200,annual,15478.683455008206,2025-01-01
precisionmfg_inc,PrecisionMfg Inc,Interest Expense Accrual - Edwards Ltd,9500,monthly,76190.4136949176,2025-12-10
precisionmfg_inc,PrecisionMfg Inc,Marketing Campaign Accrual - Gross-Valencia,7000,quarterly,64161.020726419985,2025-05-12
precisionmfg_inc,PrecisionMfg Inc,Consulting Fees Accrual - Anderson-Wood,6500,monthly,185122.8543518174,2025-03-09
precisionmfg_inc,PrecisionMfg Inc,"Server Hosting Accrual - Rodriguez, Allen and Martinez",6300,monthly,50725.65641209806,2025-12-07
precisionmfg_inc,PrecisionMfg Inc,Consulting Fees Accrual - Wright-Davis,6500,monthly,87077.57604715132,2025-11-21
precisionmfg_inc,PrecisionMfg Inc,Audit Fees Accrual - Dougherty-Lin,6500,annual,158914.33083953912,2025-03-27
precisionmfg_inc,PrecisionMfg Inc,Consulting Fees Accrual - Wright-Grimes,6500,monthly,64829.60205467907,2025-10-05
precisionmfg_inc,PrecisionMfg Inc,Contractor Fees Accrual - Li PLC,6500,monthly,22266.132132927425,2025-09-02
precisionmfg_inc,PrecisionMfg Inc,"Contractor Fees Accrual - Edwards, Hines and Jimenez",6500,monthly,187973.29725635418,2025-03-01
precisionmfg_inc,PrecisionMfg Inc,"Travel Expense Accrual - Owens, Koch and Jimenez",7200,monthly,40933.97371617374,2025-12-14
precisionmfg_inc,PrecisionMfg Inc,Marketing Campaign Accrual - Landry PLC,7000,quarterly,148454.6538743133,2025-08-18
precisionmfg_inc,PrecisionMfg Inc,Travel Expense Accrual - Levy-Lewis,7200,monthly,72014.33620615979,2025-04-01
precisionmfg_inc,PrecisionMfg Inc,Interest Expense Accrual - Williams-Campbell,9500,monthly,184452.7832163741,2025-03-06
precisionmfg_inc,PrecisionMfg Inc,"Commission Accrual - Khan, Pena and Ruiz",6000,monthly,93123.19697060551,2025-04-06
precisionmfg_inc,PrecisionMfg Inc,"Interest Expense Accrual - Smith, Rodriguez and Anderson",9500,monthly,99912.50986017,2025-10-22
precisionmfg_inc,PrecisionMfg Inc,Commission Accrual - Luna-Gallagher,6000,monthly,12175.994778447212,2025-01-06
precisionmfg_inc,PrecisionMfg Inc,Server Hosting Accrual - Williams-Williams,6300,monthly,199664.1050561544,2025-03-14
precisionmfg_inc,PrecisionMfg Inc,"Travel Expense Accrual - Lee, Tran and Jones",7200,monthly,171526.43462993347,2025-07-16
precisionmfg_inc,PrecisionMfg Inc,"Commission Accrual - Cole, Pierce and Bryan",6000,monthly,135372.5712484142,2025-04-08
precisionmfg_inc,PrecisionMfg Inc,"Contractor Fees Accrual - Becker, Wilson and Hester",6500,monthly,157097.39977972084,2025-08-06
precisionmfg_inc,PrecisionMfg Inc,Contractor Fees Accrual - Brooks-Hatfield,6500,monthly,40892.20559843668,2025-02-13
precisionmfg_inc,PrecisionMfg Inc,"Property Tax Accrual - Mcmillan, Fischer and Gonzalez",6300,annual,156810.613010142,2025-04-17
precisionmfg_inc,PrecisionMfg Inc,"Software License Accrual - Morales, Williams and Williams",6300,monthly,94036.86217961632,2025-08-13
precisionmfg_inc,PrecisionMfg Inc,"Equipment Maintenance - Cook, Wells and Bryant",6300,quarterly,158345.70017959882,2025-04-26
precisionmfg_inc,PrecisionMfg Inc,"Legal Fees Accrual - Barry, Taylor and Velazquez",6500,monthly,191908.94243845833,2025-06-03
precisionmfg_inc,PrecisionMfg Inc,Equipment Maintenance - Martin-Ewing,6300,quarterly,57328.800443591485,2025-04-05
precisionmfg_inc,PrecisionMfg Inc,"Warranty Provision - Kirby, Wheeler and Romero",5200,annual,128594.49057575173,2025-04-20
precisionmfg_inc,PrecisionMfg Inc,"Travel Expense Accrual - Patel, Erickson and Evans",7200,monthly,22548.36823551539,2025-07-04
precisionmfg_inc,PrecisionMfg Inc,Freight/Shipping Accrual - Richardson Ltd,5200,monthly,19609.95018168012,2025-05-17
precisionmfg_inc,PrecisionMfg Inc,Property Tax Accrual - Whitney PLC,6300,annual,138335.79326531038,2025-03-09
precisionmfg_inc,PrecisionMfg Inc,Marketing Campaign Accrual - Robles-Swanson,7000,quarterly,104695.58857659086,2025-10-15
precisionmfg_inc,PrecisionMfg Inc,"Interest Expense Accrual - Soto, Carlson and Baker",9500,monthly,97914.5762593095,2025-07-07
precisionmfg_inc,PrecisionMfg Inc,"Commission Accrual - Patton, Parsons and Lane",6000,monthly,75042.0115443317,2025-02-18
precisionmfg_inc,PrecisionMfg Inc,"Commission Accrual - Williams, Castillo and Warren",6000,monthly,105076.11256994783,2025-07-26
precisionmfg_inc,PrecisionMfg Inc,"Commission Accrual - Harvey, Randall and Hernandez",6000,monthly,156558.7957803789,2025-03-11
precisionmfg_inc,PrecisionMfg Inc,"Marketing Campaign Accrual - Allen, Armstrong and Graves",7000,quarterly,105219.0629341439,2025-08-24
precisionmfg_inc,PrecisionMfg Inc,Freight/Shipping Accrual - Smith LLC,5200,monthly,102171.60946063175,2025-04-06
precisionmfg_inc,PrecisionMfg Inc,Software License Accrual - Hernandez-Vaughn,6300,monthly,185225.724207784,2025-05-16
precisionmfg_inc,PrecisionMfg Inc,Freight/Shipping Accrual - Shaw-Carr,5200,monthly,120964.41773110679,2025-02-13
precisionmfg_inc,PrecisionMfg Inc,Audit Fees Accrual - Salas-Fitzgerald,6500,annual,167501.2475182596,2025-09-20
precisionmfg_inc,PrecisionMfg Inc,Marketing Campaign Accrual - Thornton PLC,7000,quarterly,74910.40734590225,2025-10-08
precisionmfg_inc,PrecisionMfg Inc,Software License Accrual - Hoffman Ltd,6300,monthly,45150.436450532354,2025-01-16
precisionmfg_inc,PrecisionMfg Inc,Travel Expense Accrual - Fox-Edwards,7200,monthly,94314.3533270321,2025-02-08
precisionmfg_inc,PrecisionMfg Inc,Warranty Provision - Stevens PLC,5200,annual,150116.1596074419,2025-02-26
precisionmfg_inc,PrecisionMfg Inc,Legal Fees Accrual - Payne-Lowe,6500,monthly,89604.48057272793,2025-10-18
precisionmfg_inc,PrecisionMfg Inc,"Marketing Campaign Accrual - Becker, Lara and Baker",7000,quarterly,163347.66215224104,2025-01-18
precisionmfg_inc,PrecisionMfg Inc,Consulting Fees Accrual - Lee-Wright,6500,monthly,108663.82027106096,2025-04-18
precisionmfg_inc,PrecisionMfg Inc,"Warranty Provision - Evans, David and Hendrix",5200,annual,122389.13590011759,2025-04-27
precisionmfg_inc,PrecisionMfg Inc,Property Tax Accrual - Bush-Vaughn,6300,annual,146028.22472796842,2025-08-18
precisionmfg_inc,PrecisionMfg Inc,Property Tax Accrual - Stewart-Bailey,6300,annual,182873.4658769217,2025-10-07
precisionmfg_inc,PrecisionMfg Inc,"Interest Expense Accrual - Hill, Martinez and Rhodes",9500,monthly,41539.80346239719,2025-03-22
precisionmfg_inc,PrecisionMfg Inc,Software License Accrual - Huang-Foster,6300,monthly,88319.2192137441,2025-10-17
precisionmfg_inc,PrecisionMfg Inc,Interest Expense Accrual - Blevins-Ballard,9500,monthly,193893.5789052497,2025-11-23
precisionmfg_inc,PrecisionMfg Inc,Server Hosting Accrual - Williams-Moses,6300,monthly,153394.70594227753,2025-12-12
